prompt_idx,prompt,profile_name,generation_idx,generated_text,length,distinct_1,distinct_2,distinct_3,repetition_rate,sentiment_polarity,sentiment_subjectivity,perplexity,rouge_l,entropy,hormone_dopamine,hormone_cortisol,hormone_oxytocin,hormone_adrenaline,hormone_serotonin
0,I'm feeling anxious about my future and don't know what to do.,baseline,0,"I'm feeling anxious about my future and don't know what to do. If I do get into an accident, I'm trying to take this opportunity and not be embarrassed and not worry about it. But I can't take it anymore. It has really hurt me so much that I lost my mind when I first saw the photograph. We're getting ready to go to the",65,0.7692307692307693,0.984375,1.0,0.0,0.10000000000000002,0.39305555555555555,12.387516975402832,0.33333333333333337,3.3376080989837646,0.5,0.5,0.5,0.5,0.5
0,I'm feeling anxious about my future and don't know what to do.,baseline,1,"I'm feeling anxious about my future and don't know what to do. I just haven't thought about it in that order.""

I'm getting worried, too, because the whole situation got a little too out of hand — my own house was being sold off and the city was getting swept by the Great Firestorm with lightning as heavy in the night as they would",64,0.828125,1.0,1.0,0.0,0.1375,0.6107142857142858,18.668804168701172,0.345679012345679,3.612384557723999,0.5,0.5,0.5,0.5,0.5
0,I'm feeling anxious about my future and don't know what to do.,baseline,2,"I'm feeling anxious about my future and don't know what to do. Just a real thought, not a lie,"" he said in an email on Feb. 16.

At the time, Knees wasn't aware of any kind of problems, but he told BuzzFeed he is concerned a new ""Trump is a racist, he is an anti-Muslim. He",56,0.8035714285714286,0.9818181818181818,1.0,0.0,0.15606060606060607,0.5049242424242425,18.736541748046875,0.37837837837837834,3.7314822673797607,0.5,0.5,0.5,0.5,0.5
0,I'm feeling anxious about my future and don't know what to do.,baseline,3,"I'm feeling anxious about my future and don't know what to do. I want to be a hero and get to know a new guy, and in spite of the bad times I feel a great sense of belonging.

How do you feel if you take an active part in something with other gamers, like community? How do you think you can influence the world in",66,0.7272727272727273,0.9692307692307692,0.984375,0.015625,-0.03885281385281382,0.5673160173160173,15.394729614257812,0.34146341463414637,3.330349922180176,0.5,0.5,0.5,0.5,0.5
0,I'm feeling anxious about my future and don't know what to do.,baseline,4,"I'm feeling anxious about my future and don't know what to do.

""It was an exciting time, but I just hope that it does not happen again as soon as I see my kids again.""

But she added that she wanted to leave the church and focus solely on the good work she can do alongside other young people.",59,0.8305084745762712,1.0,1.0,0.0,0.12083333333333333,0.55,11.748404502868652,0.37333333333333335,3.1550142765045166,0.5,0.5,0.5,0.5,0.5
0,I'm feeling anxious about my future and don't know what to do.,high_dopamine,0,"I'm feeling anxious about my future and don't know what to do. I can't make it until that day so the feeling's different because I felt as if the day before, there's already been something about me.""

But he still wanted to work in the military, to make something together in which he could experience something new. He knew in June that if",63,0.746031746031746,1.0,1.0,0.0,-0.042727272727272725,0.45590909090909093,23.41522789001465,0.34146341463414637,3.4710991382598877,0.9,0.5,0.5,0.5,0.5
0,I'm feeling anxious about my future and don't know what to do.,high_dopamine,1,"I'm feeling anxious about my future and don't know what to do. Is my family, the fans, getting me out there?""


Cincinnati Bengals quarterback Andy Dalton (33) celebrates after setting up a field goal in the fourth quarter against the Indianapolis Colts at the Verizon Center. (Photo: John Bazemore, USA TODAY Sports) Story Highlights Bengals' offensive",56,0.9285714285714286,1.0,1.0,0.0,-0.0875,0.30625,7.502402305603027,0.3888888888888889,2.7190849781036377,0.9,0.5,0.5,0.5,0.5
0,I'm feeling anxious about my future and don't know what to do.,high_dopamine,2,"I'm feeling anxious about my future and don't know what to do. And I know there are things that can go wrong and be prevented, which have never been done before (like, say, a child who was kidnapped); I have no money to pay for that."" On Friday, June 13, the U.S. Treasury Department released a 15 percent interest rate of",61,0.8852459016393442,1.0,1.0,0.0,-0.25,0.6749999999999999,15.100647926330566,0.358974358974359,3.477301836013794,0.9,0.5,0.5,0.5,0.5
0,I'm feeling anxious about my future and don't know what to do.,high_dopamine,3,"I'm feeling anxious about my future and don't know what to do. There's always some kind of plan, like we're a team,"" Riggs said. ""I've been around a lot in the '90s and they told me you need to be better at what you need to do right now. And my mind is, OK! We might be at the",59,0.7966101694915254,0.9655172413793104,0.9824561403508771,0.01754385964912286,0.29345238095238096,0.593452380952381,16.316213607788086,0.358974358974359,3.205498456954956,0.9,0.5,0.5,0.5,0.5
0,I'm feeling anxious about my future and don't know what to do.,high_dopamine,4,"I'm feeling anxious about my future and don't know what to do. I haven't thought about this, but here in Chicago, it could be something new that someone else can see."" He continued, noting in his defense ""my thoughts of not going were still completely focused.""

So did you go ahead? That would be interesting.

Here's a look",58,0.9310344827586207,1.0,1.0,0.0,0.09727272727272726,0.4959090909090909,24.426448822021484,0.3684210526315789,3.42106556892395,0.9,0.5,0.5,0.5,0.5
0,I'm feeling anxious about my future and don't know what to do.,high_cortisol,0,"I'm feeling anxious about my future and don't know what to do. But I love our family.""

He was the latest recipient of the National Medal of Valor, the country's highest award for military service that recognizes ""the courageous, fearless and honorable individuals who fought on behalf of their country and who in their heroic sacrifice have held the power to save this country",64,0.828125,1.0,1.0,0.0,0.225,0.6041666666666666,12.487197875976562,0.345679012345679,3.4244632720947266,0.5,0.9,0.5,0.5,0.5
0,I'm feeling anxious about my future and don't know what to do.,high_cortisol,1,I'm feeling anxious about my future and don't know what to do. It will help me have better moods and keep my mood. I want to feel better with a lot more energy! I want more peace. I'm looking forward to my meeting with my father and the upcoming activities.I'm planning to work hard in my life to become a better person. I,63,0.6984126984126984,0.9838709677419355,1.0,0.0,0.26041666666666663,0.5208333333333333,14.922325134277344,0.34146341463414637,3.680504083633423,0.5,0.9,0.5,0.5,0.5
0,I'm feeling anxious about my future and don't know what to do.,high_cortisol,2,"I'm feeling anxious about my future and don't know what to do. I hope that by doing this I will be able to save a lot of lives. And if I can, this will help me to save more lives.""

In an interview with the Daily News, Mr. Bialik said that he was ""very upset"" at the ""excessive use",59,0.8305084745762712,0.9827586206896551,1.0,0.0,0.09999999999999999,0.5071428571428571,8.688920974731445,0.37333333333333335,3.585036516189575,0.5,0.9,0.5,0.5,0.5
0,I'm feeling anxious about my future and don't know what to do.,high_cortisol,3,"I'm feeling anxious about my future and don't know what to do. I have no time to be alone.""

But on Monday morning, they moved into the living room, as well as in the living hallway behind them, as they were sitting on their beds, the ceiling below them, sleeping for hours on end. The two-bedroom house had been rented out",61,0.819672131147541,0.9833333333333333,1.0,0.0,-0.21666666666666667,0.6083333333333333,13.654664039611816,0.358974358974359,3.7019331455230713,0.5,0.9,0.5,0.5,0.5
0,I'm feeling anxious about my future and don't know what to do.,high_cortisol,4,"I'm feeling anxious about my future and don't know what to do. I think my life is going down in flames.""

He said they had already started working on a website and that they should start talking to customers about the changes. ""I think about that at the end of the day.""
)

They're not alone in having found the solution.",61,0.8032786885245902,1.0,1.0,0.0,-0.13518518518518519,0.4712962962962963,14.968584060668945,0.3636363636363636,3.5638232231140137,0.5,0.9,0.5,0.5,0.5
0,I'm feeling anxious about my future and don't know what to do.,high_oxytocin,0,"I'm feeling anxious about my future and don't know what to do. A big part of that is if I need it from my children I think it would be very nice if they know what to do. Also in the past with a certain child, there had been a few episodes where I would ask one of my patients how they knew if they were OK with what he",70,0.7285714285714285,0.9420289855072463,0.9705882352941176,0.02941176470588236,0.09928571428571428,0.4558035714285715,18.05547332763672,0.32558139534883723,3.398892879486084,0.5,0.5,0.9,0.5,0.5
0,I'm feeling anxious about my future and don't know what to do.,high_oxytocin,1,"I'm feeling anxious about my future and don't know what to do. I'm feeling very scared because what's next? I'm in a very difficult situation. I want to be more involved.

You're from a rural town in a remote area. What went wrong? Why do you still not know how to navigate?

I feel very sick right now",58,0.7758620689655172,0.9649122807017544,1.0,0.0,-0.13116883116883118,0.5055194805194806,12.37762451171875,0.358974358974359,3.2656595706939697,0.5,0.5,0.9,0.5,0.5
0,I'm feeling anxious about my future and don't know what to do.,high_oxytocin,2,I'm feeling anxious about my future and don't know what to do. I'm taking this new job that is free and easy with zero pressure. I feel like I have just found my way to the right place and can make a better life for myself and my family. I'm so grateful that it happened for me. I will be spending the rest of my days looking,67,0.7910447761194029,1.0,1.0,0.0,0.21505875077303646,0.6069418676561534,11.021905899047852,0.32941176470588235,3.2008259296417236,0.5,0.5,0.9,0.5,0.5
0,I'm feeling anxious about my future and don't know what to do.,high_oxytocin,3,"I'm feeling anxious about my future and don't know what to do. I'm going to move on. I need the money to move on, right now. I'm just a human being.""

He said he would return to his current position if the city of West Vancouver allowed for a city councillor or a party for mayoral candidate Mike McGinn. He also has",62,0.7903225806451613,0.9836065573770492,1.0,0.0,0.00714285714285714,0.4321428571428571,14.606352806091309,0.35,3.546680450439453,0.5,0.5,0.9,0.5,0.5
0,I'm feeling anxious about my future and don't know what to do.,high_oxytocin,4,"I'm feeling anxious about my future and don't know what to do. I had something going and then my thoughts have gone, you know I couldn't stand it. I thought he was going to call for help. This one person at my office and I didn't see any reason to feel any anxiety,"" said the woman who identified herself only as Karen Gail.
",63,0.8095238095238095,1.0,1.0,0.0,-0.08333333333333333,0.7083333333333334,19.958301544189453,0.345679012345679,3.427605390548706,0.5,0.5,0.9,0.5,0.5
0,I'm feeling anxious about my future and don't know what to do.,high_adrenaline,0,"I'm feeling anxious about my future and don't know what to do. I want to go in, but there aren't any people at my place.

We're talking about a woman who has lost her son because she had no children at school for five years. How are you feeling? I'm not thinking about that for now. We have to be together as",62,0.8709677419354839,1.0,1.0,0.0,-0.125,0.5625,14.25166130065918,0.345679012345679,3.3269150257110596,0.5,0.5,0.5,0.9,0.5
0,I'm feeling anxious about my future and don't know what to do.,high_adrenaline,1,"I'm feeling anxious about my future and don't know what to do. My father said he's going to go to the hospital for me and he says I'm not going to go to the hospital.""

""My mother said my sister's got an infection and she wants my mom to do what's best for her. My father said my dad doesn't understand that",62,0.6774193548387096,0.8852459016393442,0.9333333333333333,0.06666666666666665,0.2375,0.38125000000000003,9.838837623596191,0.3373493975903615,3.2225823402404785,0.5,0.5,0.5,0.9,0.5
0,I'm feeling anxious about my future and don't know what to do.,high_adrenaline,2,"I'm feeling anxious about my future and don't know what to do. I'd like to do something for them, but I have to be willing to risk that.""

A second report said the girl would undergo counselling in January. It was unclear when he would get back to work.

The girl's parents said: ""This is a very difficult time.",59,0.8813559322033898,1.0,1.0,0.0,-0.10833333333333334,0.4791666666666667,10.98891544342041,0.3636363636363636,3.441941022872925,0.5,0.5,0.5,0.9,0.5
0,I'm feeling anxious about my future and don't know what to do.,high_adrenaline,3,"I'm feeling anxious about my future and don't know what to do. I don't want to be a burden. I want to be part of my team,"" DeSantis says. ""It takes time and dedication. I want to be involved, help out with our team, help make the team and help our community get back on track, but I've got to",60,0.7166666666666667,0.9152542372881356,0.9482758620689655,0.051724137931034475,-0.08333333333333333,0.375,9.641524314880371,0.358974358974359,3.142838478088379,0.5,0.5,0.5,0.9,0.5
