prompt_idx,prompt,profile_name,generation_idx,generated_text,length,distinct_1,distinct_2,distinct_3,repetition_rate,sentiment_polarity,sentiment_subjectivity,perplexity,rouge_l,entropy,hormone_dopamine,hormone_cortisol,hormone_oxytocin,hormone_adrenaline,hormone_serotonin
0,I'm feeling anxious about my future and don't know what to do.,baseline,0,"I'm feeling anxious about my future and don't know what to do. My mom and daddy were in the apartment, and she'd heard that we might go to a certain show in a certain room and she was going to be there with me and then she would go, 'We'll be at my show, and you can call us after we come back.' So that",65,0.7538461538461538,0.984375,1.0,0.0,0.03571428571428571,0.45357142857142857,17.354276657104492,0.3373493975903615,3.5846219062805176,0.5,0.5,0.5,0.5,0.5
0,I'm feeling anxious about my future and don't know what to do.,baseline,1,"I'm feeling anxious about my future and don't know what to do.

""I feel like I'm a bit like a kid when I do this, and that's OK. But I am still in high school and I know a good body and have lots of health issues,"" he said.

With some training in his right hand, Jones would like to",60,0.7833333333333333,1.0,1.0,0.0,0.2326190476190476,0.5501190476190476,12.680329322814941,0.358974358974359,3.500018835067749,0.5,0.5,0.5,0.5,0.5
0,I'm feeling anxious about my future and don't know what to do.,baseline,2,"I'm feeling anxious about my future and don't know what to do. I just can't get used to it and don't know how it could be, I can't even find an excuse to do it right now.

So I'm really looking into it.

But I'm really a big fan of doing things for the first time!

And",57,0.7719298245614035,0.9464285714285714,0.9818181818181818,0.018181818181818188,0.07117346938775511,0.3348639455782313,10.097831726074219,0.358974358974359,3.1952731609344482,0.5,0.5,0.5,0.5,0.5
0,I'm feeling anxious about my future and don't know what to do.,baseline,3,"I'm feeling anxious about my future and don't know what to do. When my body feels right, it's probably not going to change.""

This is what she said during a recent telephone interview. ""For one thing, I think I'm about three years old."" Her parents recently sent her back into care, after she was born with malformation.

",57,0.8771929824561403,1.0,1.0,0.0,0.019387755102040816,0.33724489795918366,15.84038257598877,0.37333333333333335,3.32623291015625,0.5,0.5,0.5,0.5,0.5
0,I'm feeling anxious about my future and don't know what to do.,baseline,4,"I'm feeling anxious about my future and don't know what to do. You can't get away with that. I don't know.""

One evening on her first day with Piotr, she has spent the majority of her time with his parents and younger brother. ""My sister goes over from weeknights to night and spends the rest of the day with",59,0.7966101694915254,0.9827586206896551,1.0,0.0,-0.02,0.31166666666666665,13.707717895507812,0.3636363636363636,3.356003761291504,0.5,0.5,0.5,0.5,0.5
0,I'm feeling anxious about my future and don't know what to do.,euphoric,0,"I'm feeling anxious about my future and don't know what to do. Please give me a place when I get out there!!""

""Eh, please!"" Ye Rong smiled coldly ""I'm going by all means but I'm afraid my name's not yet being reported because of some of the stuff people put at me.""

Ye Rong laughed like",56,0.9107142857142857,0.9818181818181818,1.0,0.0,-0.025000000000000005,0.5708333333333334,23.30720329284668,0.37333333333333335,3.307882785797119,0.9,0.2,0.6,0.5,0.8
0,I'm feeling anxious about my future and don't know what to do.,euphoric,1,"I'm feeling anxious about my future and don't know what to do. Please give me enough money and send that girl back.""

""Hey… I know you're worried about her in particular, what the hell do you tell people?!""

As I stared at her with this expression, some people began crying uncontrollably. When I went to hug her, though",58,0.8620689655172413,1.0,1.0,0.0,-0.04027777777777778,0.4263888888888889,18.89019012451172,0.37333333333333335,3.1916816234588623,0.9,0.2,0.6,0.5,0.8
0,I'm feeling anxious about my future and don't know what to do.,euphoric,2,"I'm feeling anxious about my future and don't know what to do. Can I give them another opportunity? What are the things I need to change, and where are they headed right now?"" said Bijki. ""I don't want to give advice without giving my whole life time to change for any reason I can."" (Source: Al Jazeera English English)
",59,0.8135593220338984,1.0,1.0,0.0,0.039285714285714285,0.3434523809523809,17.454864501953125,0.3684210526315789,3.1028647422790527,0.9,0.2,0.6,0.5,0.8
0,I'm feeling anxious about my future and don't know what to do.,euphoric,3,"I'm feeling anxious about my future and don't know what to do. So I've found a job at Apple with my friend and started posting a few videos on Instagram to show people how great I am. One can just picture me in heels wearing sneakers. I feel so sexy.

As my name suggests these shorts are super tight for me!

In my",63,0.8571428571428571,1.0,1.0,0.0,0.13715986394557825,0.5610544217687075,23.371307373046875,0.35,3.6450741291046143,0.9,0.2,0.6,0.5,0.8
0,I'm feeling anxious about my future and don't know what to do.,euphoric,4,I'm feeling anxious about my future and don't know what to do. I still think this is so great but just never going to be 100% focused and focused all the things you just did will only benefit the cause for myself and I will let down as I get stronger just like I'd love to in my new job or life. Thank you and keep working for good,69,0.782608695652174,1.0,1.0,0.0,0.2163510101010101,0.602304292929293,30.157175064086914,0.32558139534883723,3.348729133605957,0.9,0.2,0.6,0.5,0.8
0,I'm feeling anxious about my future and don't know what to do.,stressed,0,"I'm feeling anxious about my future and don't know what to do. I think it would be very easy to be in the position of being out of the United States on the international stage. I would like to do my job well in the United Nations.""

As of now, that is unclear. The World Cup is still scheduled to begin in South Korea on Oct",66,0.7272727272727273,0.9692307692307692,1.0,0.0,0.07833333333333334,0.53125,11.545585632324219,0.34146341463414637,3.3910951614379883,0.3,0.9,0.4,0.8,0.3
0,I'm feeling anxious about my future and don't know what to do.,stressed,1,"I'm feeling anxious about my future and don't know what to do. I've had a lot of trouble doing things, so I'm really struggling with the world and with what I know I want to do with it. That's the way I see it. I'm working hard and I'm getting ready to do everything that I want and what I want.""

",61,0.6557377049180327,0.95,1.0,0.0,-0.05694444444444446,0.42777777777777776,9.77147388458252,0.34146341463414637,3.0750646591186523,0.3,0.9,0.4,0.8,0.3
0,I'm feeling anxious about my future and don't know what to do.,stressed,2,"I'm feeling anxious about my future and don't know what to do.

It is not an easy decision because the most important thing is to keep my heart healthy and in balance.
.
 -

When I'm ready to go to bed, I get up and take in a few pictures of myself.
:

1.
,

",55,0.8363636363636363,1.0,1.0,0.0,0.19791666666666669,0.5697916666666667,16.168405532836914,0.4117647058823529,3.3288216590881348,0.3,0.9,0.4,0.8,0.3
0,I'm feeling anxious about my future and don't know what to do.,stressed,3,"I'm feeling anxious about my future and don't know what to do. I'll be in a different world. I think I should go to a job where I can help out in a more positive manner. I'm thinking of quitting as soon as I get an answer.""

Kane said he was disappointed his friend was unable to return to her job after her death",64,0.78125,0.9841269841269841,1.0,0.0,-0.11038961038961038,0.5743506493506494,12.874750137329102,0.34146341463414637,3.6551806926727295,0.3,0.9,0.4,0.8,0.3
0,I'm feeling anxious about my future and don't know what to do.,stressed,4,"I'm feeling anxious about my future and don't know what to do. I don't feel good right now.""

Kris has a son with a doctor who is also in the hospital.

The couple have no more children.
, Kelli's parents said in a statement, ""We do not regret our decision.
: Family says they don't",55,0.8909090909090909,1.0,1.0,0.0,0.09714285714285713,0.5521428571428572,14.103209495544434,0.3888888888888889,3.6706278324127197,0.3,0.9,0.4,0.8,0.3
0,I'm feeling anxious about my future and don't know what to do.,empathic,0,"I'm feeling anxious about my future and don't know what to do. I know he's doing what he needs to do to achieve his goals. But I just have to see if a step further goes by that he does better.

It seems it's all very good, but will people ever want a plan, even to keep me honest if it happens on their",64,0.8125,1.0,1.0,0.0,0.2933333333333333,0.6341666666666667,22.699275970458984,0.34146341463414637,3.3522679805755615,0.6,0.4,0.9,0.4,0.7
0,I'm feeling anxious about my future and don't know what to do.,empathic,1,"I'm feeling anxious about my future and don't know what to do. When I first started working and seeing a bunch of videos, when you see it every now and then, I'm like 'OK' about it and I've just wanted to see it all, so now I'm trying to keep something off of my mind.""

But for many people, the",60,0.75,0.9830508474576272,1.0,0.0,0.2,0.4916666666666666,14.800128936767578,0.35443037974683544,3.337338447570801,0.6,0.4,0.9,0.4,0.7
0,I'm feeling anxious about my future and don't know what to do.,empathic,2,"I'm feeling anxious about my future and don't know what to do.

Advertisement

""I'm a man so I don't feel really threatened. I'm not scared of going out. But, here's something. This is something I don't wish to think about any more, okay? A man might think to me in two minutes that I'm going",55,0.7818181818181819,0.9629629629629629,1.0,0.0,0.19,0.465,14.496071815490723,0.3636363636363636,3.0543456077575684,0.6,0.4,0.9,0.4,0.7
0,I'm feeling anxious about my future and don't know what to do.,empathic,3,"I'm feeling anxious about my future and don't know what to do. I've never heard of a person's dreams, just their dreams. Just their stories. I don't know anyone else and do I? Well well not my first person's dreams. This could possibly be someone else who was there to tell my story so I just had to say something.""

",60,0.75,0.9661016949152542,1.0,0.0,0.0,0.6145833333333333,25.61754608154297,0.35,3.420692205429077,0.6,0.4,0.9,0.4,0.7
0,I'm feeling anxious about my future and don't know what to do.,empathic,4,"I'm feeling anxious about my future and don't know what to do. What to do, what would I think?""

Dry and anxious, her mother explained. ""I don't want to do drugs so I'll do something.

""This guy wants to do whatever he needs to do,"" she said. ""I haven't considered it, so it",53,0.7735849056603774,0.9615384615384616,1.0,0.0,-0.07333333333333333,0.5650000000000001,13.6198091506958,0.3888888888888889,3.0898208618164062,0.6,0.4,0.9,0.4,0.7
0,I'm feeling anxious about my future and don't know what to do.,cautious,0,"I'm feeling anxious about my future and don't know what to do. I'm still feeling tired. I get up sometimes to go to dinner with my kids, but I know I'm losing hope. We get up every day to take care of each other, work, go to church, and do something different. It's frustrating to do things that might turn you on",62,0.7419354838709677,0.9672131147540983,1.0,0.0,-0.19583333333333333,0.6166666666666667,12.940669059753418,0.345679012345679,3.1645870208740234,0.3,0.8,0.5,0.4,0.6
0,I'm feeling anxious about my future and don't know what to do.,cautious,1,"I'm feeling anxious about my future and don't know what to do. I don't want to get involved with this. I'm just going to sit back and relax. I think that's it. The next step is to go out and be myself.""

""This is a bit disappointing and I understand, but I will wait until I'm sure of things before",60,0.7833333333333333,1.0,1.0,0.0,-0.05833333333333333,0.4523148148148148,10.219704627990723,0.35,3.2831077575683594,0.3,0.8,0.5,0.4,0.6
0,I'm feeling anxious about my future and don't know what to do.,cautious,2,"I'm feeling anxious about my future and don't know what to do. Is it worth it."" He says he's currently working on a full-time job, but is now in a position to help with the rent and food expenses, but can't afford the extra time.

He recently went to the dentist to visit his son for a hysterectomy",58,0.8103448275862069,1.0,1.0,0.0,0.008333333333333331,0.32916666666666666,11.153369903564453,0.3636363636363636,3.493891954421997,0.3,0.8,0.5,0.4,0.6
0,I'm feeling anxious about my future and don't know what to do.,cautious,3,"I'm feeling anxious about my future and don't know what to do. I know I've been through hell and that I'm not the only person who is. But now that I've heard this word, this is the second word in the dictionary, the third word and I'm feeling better. I'm having so much joy that I can't help feeling guilty and so",62,0.6935483870967742,0.9836065573770492,1.0,0.0,0.06875,0.478125,13.137210845947266,0.33333333333333337,3.3402504920959473,0.3,0.8,0.5,0.4,0.6
0,I'm feeling anxious about my future and don't know what to do.,cautious,4,"I'm feeling anxious about my future and don't know what to do. If it's good and I'm done I'll give up on that. But if it's not good and there's some sort of a good thing or bad, then you're going to have to have some hope. When I think about it it seems that if you had your hopes at that time",63,0.7619047619047619,0.9516129032258065,1.0,0.0,0.01666666666666668,0.5986111111111111,14.126011848449707,0.32941176470588235,3.2571020126342773,0.3,0.8,0.5,0.4,0.6
